,Age & BMI,"Sleep Quality
(average of nights)"
falling_asleep_during_daytime_Not or rarely,-0.03273667072521525,-0.03273667072521535
tobacco_past_how_often_I never smoked,-0.0375260520100152,-0.0375260520100152
tobacco_past_how_often_I only tried once or twice,-0.0362058983274592,-0.0362058983274592
tobacco_past_how_often_I smoked most or all days,-0.03285712826353325,-0.03285712826353325
tobacco_past_how_often_I smoked sometimes,-0.0366133130204276,-0.0366133130204276
smoke_tobacco_now_no,-0.03571329333123225,-0.03571329333123225
years_using_mobile_phone_Over 8 years,-0.03764373836693795,-0.03764373836693795
nap_during_day_From time to time,-0.037600062217435753,-0.037600062217435753
nap_during_day_Not or rarely,-0.0365137874437724,-0.0365137874437725
consider_yourself_morning_evening_Im more of a morning man than an evening,-0.0377440809252443,-0.0377440809252443
consider_yourself_morning_evening_Im more of an evening man than a morning,-0.0397785258322206,-0.03977852583222065
consider_yourself_morning_evening_Im totally a morning man,-0.037030598805324444,-0.037030598805324444
consider_yourself_morning_evening_Im totally an evening man,-0.040902247861136956,-0.04090224786113695
consider_yourself_morning_evening_dont know,-0.0376430793556675,-0.0376430793556675
usual_walking_pace_Average,-0.035575248640558554,-0.0355752486405585
usual_walking_pace_Fast,-0.034385586868944745,-0.034385586868944745
shift_work_Sometimes,-0.034413261428210704,-0.034413261428210704
shift_work_no,-0.0396995029618946,-0.0396995029618946
snoring_no,0.01834528586454085,0.022198068652248097
snoring_yes,0.07478533088494285,0.15899703469301651
pet_past_no,-0.038809307518583455,-0.0388093075185835
pet_past_yes,-0.038547665749868246,-0.0385476657498684
smoke_houshold_no,-0.04122463328986755,-0.04122463328986755
trouble_falling_a_sleep_From time to time,-0.0380806127402136,-0.0380806127402136
trouble_falling_a_sleep_Not or rarely,-0.03413283243464575,-0.03413283243464575
trouble_falling_a_sleep_Usually yes,-0.0332303271364008,-0.0332303271364008
climb_staires_tymes_a_day_1-5,-0.03991788864231155,-0.03991788864231155
climb_staires_tymes_a_day_6-10,-0.0306420053700725,-0.0306420053700725
climb_staires_tymes_a_day_More than 20 times,-0.0390821774581525,-0.0390821774581525
climb_staires_tymes_a_day_Zero,-0.039750587789769545,-0.039750587789769545
