,Age & BMI,"Sleep Quality
(average of nights)"
fBin__345,-0.0335112618755444,-0.03351126187554435
fBin__35,-0.03632506124726535,-0.03632506124726535
fBin__351,-0.0311796975068072,-0.031179697506807248
fBin__356,-0.0332838017921274,-0.0332838017921274
fBin__357,-0.03272387667976495,-0.03272387667976495
fBin__359,-0.031981069212247956,-0.031981069212247956
fBin__36,-0.0278633423848315,-0.0278633423848315
fBin__364,-0.03288895300954535,-0.03288895300954535
fBin__366,-0.031965002668363746,-0.031965002668363746
fBin__367,-0.030762737596119853,-0.030762737596119853
fBin__369,-0.03331997647644195,-0.03331997647644195
fBin__37,-0.032907068195765096,-0.032907068195765096
fBin__371,-0.0327133105825049,-0.0327133105825049
fBin__372,-0.03177075847401735,-0.0317707584740173
fBin__373,-0.032989713651105396,-0.032989713651105396
fBin__374,-0.0319143079874366,-0.0319143079874366
fBin__375,-0.03252241535491955,-0.03252241535491955
fBin__376,-0.03199222398215425,-0.03199222398215425
fBin__379,-0.03505866547074205,-0.03505866547074205
fBin__381,-0.029806805876002852,-0.029806805876002852
fBin__382,-0.030460408699751203,-0.030460408699751203
fBin__383,-0.03247154118470495,-0.03247154118470495
fBin__384,-0.0338442876760413,-0.0338442876760413
fBin__386,-0.0307845712431275,-0.0307845712431275
fBin__387,-0.028535957340431052,-0.028535957340431052
fBin__388,-0.0318716154384113,-0.0318716154384113
fBin__393,-0.030860962759927002,-0.030860962759927002
fBin__395,-0.0342123170896763,-0.0342123170896763
fBin__416,-0.031842447957515896,-0.031842447957515896
fBin__418,-0.03024883038123475,-0.03024883038123475
fBin__423,-0.0315658782729851,-0.0315658782729851
fBin__424,-0.0306818948041454,-0.03068189480414525
fBin__43,-0.03434593598628475,-0.03434593598628475
fBin__441,-0.033347457736431246,-0.033347457736431246
fBin__45,-0.0358232859032588,-0.0313735147908161
fBin__451,-0.032119223502600554,-0.032119223502600554
fBin__452,-0.033545220688124405,-0.03354522068812445
fBin__453,-0.0312552942464736,-0.0312552942464736
fBin__454,-0.0319417925707936,-0.0319417925707936
fBin__455,-0.03136468663269425,-0.03136468663269425
fBin__456,-0.03297674389639555,-0.03297674389639555
fBin__457,-0.032193640030866055,-0.032193640030866055
fBin__461,-0.030503523775849598,-0.030503523775849598
fBin__466,-0.0354523287333539,-0.03545232873335385
fBin__468,-0.0319523428327136,-0.0319523428327136
fBin__469,-0.03192191268982185,-0.03192191268982185
fBin__470,-0.03317534072862185,-0.03317534072862185
fBin__472,-0.03437179441738685,-0.03437179441738685
fBin__477,-0.031378429536179794,-0.031378429536179794
fBin__479,-0.03605762536451165,-0.03605762536451165
fBin__480,-0.03559591285916725,-0.03559591285916725
fBin__482,-0.03276248233292085,-0.03276248233292085
fBin__483,-0.0330954727998075,-0.0330954727998075
fBin__485,-0.03138397510101245,-0.03138397510101245
fBin__486,-0.02822088272337605,-0.028220882723376
fBin__487,-0.03069855305454335,-0.03069855305454335
fBin__489,-0.033791674011676154,-0.033791674011676154
fBin__490,-0.029181256736834048,-0.0291812567368341
fBin__491,-0.03574909574625065,-0.03574909574625065
fBin__497,-0.031003803340820098,-0.03100380334082005
fBin__503,-0.03238430557463705,-0.03238430557463705
fBin__504,-0.0141034893003272,-0.0141034893003272
fBin__508,-0.03169556467575685,-0.03169556467575685
fBin__513,-0.033943385874125154,-0.03394338587412525
fBin__515,-0.03396205812120705,-0.033962058121207145
fBin__517,-0.0336470768896263,-0.03364707688962635
fBin__518,-0.03413378185849965,-0.034133781858499704
fBin__519,-0.0325346062491318,-0.0325346062491318
fBin__520,-0.03135546929251505,-0.03135546929251505
fBin__521,-0.035070945038700604,-0.035070945038700604
fBin__524,-0.0343575590955814,-0.034357559095581455
fBin__525,-0.0335812119637036,-0.0335812119637036
fBin__526,-0.03142429503256125,-0.03142429503256125
fBin__527,-0.0313408365108374,-0.0313408365108374
fBin__528,-0.03386185468894,-0.03386185468894
fBin__529,-0.029741321335575048,-0.029741321335575048
fBin__53,-0.0359486887446704,-0.0359486887446704
fBin__530,-0.02987459595015075,-0.02987459595015075
fBin__531,-0.03496568417599525,-0.03496568417599525
fBin__532,-0.02967011543739595,-0.02967011543739595
fBin__533,-0.03039493285754715,-0.03039493285754715
fBin__534,-0.03055739652778645,-0.03055739652778645
fBin__535,-0.0280788809131093,-0.0280788809131093
fBin__536,-0.03782132676027525,-0.03782132676027525
fBin__537,-0.03136819371239255,-0.03136819371239255
fBin__538,-0.03377967725449055,-0.03377967725449055
fBin__539,-0.0305152252155167,-0.0305152252155167
fBin__54,-0.03281516537678625,-0.03281516537678625
fBin__541,-0.03017980642027645,-0.03017980642027645
fBin__546,-0.03287236682763775,-0.03287236682763775
fBin__549,-0.0333586519261822,-0.0333586519261822
fBin__55,-0.030993680828905898,-0.030993680828905898
fBin__555,-0.0325591943415644,-0.0325591943415644
fBin__56,-0.03320431372007985,-0.03320431372007985
fBin__565,-0.0290298163367574,-0.0290298163367574
fBin__566,-0.03121168389813765,-0.031211683898137547
fBin__569,-0.032842746837400544,-0.032842746837400544
fBin__571,-0.033647286668239546,-0.033647286668239546
fBin__573,-0.030888824512030198,-0.030888824512030004
fBin__577,-0.03232420955016575,-0.03232420955016575
fBin__579,-0.03523718445101815,-0.03523718445101815
fBin__583,-0.03165532424099125,-0.03165532424099125
fBin__584,-0.0354364786852501,-0.0354364786852501
fBin__588,-0.03121968552132995,-0.03121968552132995
fBin__589,-0.033789862355804,-0.033789862355804
fBin__59,-0.03228825480307155,-0.03228825480307155
fBin__590,-0.03500074595350775,-0.03500074595350775
fBin__592,-0.03423769771938,-0.03423769771938005
fBin__594,-0.032876535143375754,-0.032876535143375754
fBin__595,-0.0348362117304688,-0.0348362117304688
fBin__597,-0.0303124726526597,-0.030312472652659753
fBin__598,-0.031817180479730894,-0.031817180479730894
fBin__600,-0.0346442283911741,-0.03464422839117415
fBin__601,-0.0296436459915355,-0.029643645991535503
fBin__602,-0.02896019705287925,-0.02896019705287925
fBin__605,-0.028740324067699947,-0.0287403240677
fBin__606,-0.03621653432173645,-0.03621653432173645
fBin__611,-0.0088827506850644,-0.009292451217070199
fBin__613,-0.032397639704351,-0.03239763970435095
fBin__614,-0.03489946371550305,-0.0348994637155031
fBin__616,-0.0331946105687728,-0.0331946105687728
fBin__619,-0.033592507875682145,-0.033592507875682145
fBin__625,-0.033732086034658895,-0.033732086034658895
fBin__627,-0.03175746121078615,-0.03175746121078615
fBin__69,-0.0321027801349249,-0.0321027801349249
fBin__70,-0.03268139106782075,-0.03268139106782075
fBin__71,-0.0313767399507257,-0.0313767399507257
fBin__72,-0.03344051747555545,-0.03344051747555545
fBin__73,-0.033644949966757653,-0.033644949966757653
fBin__76,-0.0344369697787935,-0.0344369697787935
fBin__83,-0.0354601779918983,-0.0354601779918983
fBin__84,-0.033020628683019346,-0.033020628683019346
fBin__86,-0.03094222271630915,-0.03094222271630915
fBin__88,-0.033507998296792546,-0.033507998296792546
fBin__94,-0.029580691314575497,-0.029580691314575497
fBin__95,-0.0336962751641292,-0.03369627516412925
fBin__96,-0.03331530441516485,-0.03331530441516485
fBin__97,-0.0329335167361368,-0.0329335167361368
fBin__99,-0.03188603565081495,-0.03188603565081495
